序号,品名,别名,英文名,CAS号,危险性类别,备注,来源页面
859.0,过氯酰氟,氟化过氯氧；氟化过氯酰,perchloryl fluoride,7616-94-6,"氧化性气体,类别1 加压气体 急性毒性-吸入,类别2 严重眼损伤/眼刺激,类别2A",,115
860.0,过硼酸钠,高硼酸钠,sodium perborate,15120-21-5; 7632-04-4; 11138-47-9,"氧化性固体,类别2 严重眼损伤/眼刺激,类别1 生殖毒性,类别1B 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,115
861.0,"过新庚酸-1,1-二甲基-3- 羟丁酯[含量≤52%,含A型 稀释剂≥48%]",,"1,1-dimethyl-3-hydroxybutyl peroxyneoheptanoate (not more than 52%,and diluent type A not less than 48%)",110972-57-1,"有机过氧化物,E型",,116
862.0,"过 新 庚 酸 枯 酯 [ 含 量 ≤77%, 含 A 型稀释剂 ≥23%]",,"cumyl peroxyneoheptanoate (not more than 77%, and diluent type A not less than 23%)",104852-44-0,"有机过氧化物,D型",,116
863.0,"过新癸酸叔己酯[含量 ≤71%, 含 A 型稀释剂 ≥29%]",,"tert-hexyl peroxyneodecanoate (not more than 71%,and diluent type A not less than 29%)",26748-41-4,"有机过氧化物,D型",,116
864.0,"过氧-3,5,5-三甲基己酸 叔 丁 酯 [32% ＜ 含 量 ≤100%]","叔丁基过氧化-3,5,5-三甲基 己酸酯","tert-butylperoxy-3,5,5-trimethylhexano ate (more than 32%)",13122-18-4,"有机过氧化物,D型",,116
,"过氧-3,5,5-三甲基己酸 叔丁酯[含量≤32%,含B型 稀释剂≥68%]",,"tert-butylperoxy-3,5,5-trimethylhexano ate (not more than 32%,and diluent type B not less than 68%)",,"有机过氧化物,F型",,116
,"过氧-3,5,5-三甲基己酸 叔丁酯[含量≤42%,惰性 固体含量≥58%]",,"tert-butylperoxy-3,5,5-trimethylhexano ate (not more than 42%,and inert solid not less than 58%)",,"有机过氧化物,D型",,116
865.0,过氧苯甲酸叔丁酯[77%＜ 含量≤100%],,tert-butyl peroxy benzoate (more than 77%);tert-butyl perbenzoate,614-45-9,"有机过氧化物,C型 严重眼损伤/眼刺激,类别2B 危害水生环境-急性危害,类别1",,116
,"过氧苯甲酸叔丁酯[52%＜ 含量≤77%,含 A 型稀释剂 ≥23%]",,"tert-butyl peroxybenzoate (more than 52% but not more than 77%,and diluent type A not less than 23%)",,"有机过氧化物,D型 严重眼损伤/眼刺激,类别2B 危害水生环境-急性危害,类别1",,116
,"过氧苯甲酸叔丁酯[含量 ≤52%, 惰 性 固 体 含 量 ≥48%]",,"tert-butyl peroxybenzoate (not more than 52%,and inert solid not less than 48%)",,"有机过氧化物,D型 严重眼损伤/眼刺激,类别2B 危害水生环境-急性危害,类别1",,116
866.0,"过氧丁烯酸叔丁酯[含量 ≤77%, 含 A 型稀释剂 ≥23%]",过氧化叔丁基丁烯酸酯；过氧 化巴豆酸叔丁酯,"tert-butyl peroxycrotonate (not more than 77%,and diluent type A not less than 23%);tert-butyl peroxy crotonate;tert-butyl percrotonate",23474-91-1,"有机过氧化物,D型",,116
867.0,过氧化钡,二氧化钡,barium peroxide;barium dioxide,1304-29-6,"氧化性固体,类别2",,117
868.0,过氧化苯甲酸叔戊酯[含 量≤100%],叔戊基过氧苯甲酸酯,tert-amyl peroxybenzoate (not more than 100%),4511-39-1,"有机过氧化物,C型",,117
869.0,"过氧化丙酰[含量≤27%, 含B型稀释剂≥73%]",过氧化二丙酰,"dipropionyl peroxide (not more than 27%, and diluent type B not less than 73%)",3248-28-0,"有机过氧化物,E型",,117
870.0,"过氧化二-(2,4-二氯苯甲 酰)[糊状物,含量≤52%]",,"di-(2,4-dichlorobenzoyl)peroxide (not more than 52% as a paste);2,4,2',4’-tetrachlorobenzoyl peroxide",133-14-2,"有机过氧化物,E型",,117
,"过氧化二-(2,4-二氯苯甲 酰)[含硅油糊状,含量 ≤52%]",,"di-(2,4-dichlorobenzoyl)peroxide (not more than 52% as a paste with silicon oil)",,"有机过氧化物,D型",,117
,"过氧化二-(2,4-二氯苯甲 酰 )[ 含 量 ≤77%, 含 水 ≥23%]",,"di-2,4-dichlorobenzoyl peroxide (not more than 77%, and water not less than 23%);2,4,2',4'-tetrachlorobenzoyl peroxide",,"有机过氧化物,B型",,117
871.0,"过氧化-二-(3,5,5-三甲 基-1,2-二氧戊环)[糊状 物,含量≤52%]",,"di-(3,5,5-trimethyl–1,2-dioxolanyl-3) peroxide(not more than 52% as a paste)",,"有机过氧化物,D型",,117
872.0,"过氧化二(3-甲基苯甲 酰)、过氧化(3-甲基苯甲 酰)苯甲酰和过氧化二苯 甲酰的混合物[过氧化二 (3-甲基苯甲酰)≤20%,过 氧化(3-甲基苯甲酰)苯甲 酰≤18%,过氧化二苯甲酰 ≤4%,含B型稀释剂≥58%]",,"di-(3-methylbenzoyl) peroxide+benzoyl(3-methylbenzoyl) peroxide+dibenzoyl peroxide with not more 20% di-(3-methylbenzoyl) peroxide, and not more than 18% benzoyl(3-methylbenzoyl) peroxide, and not more than 4% dibenzoyl peroxide,and not less than 58% diluent type B",,"有机过氧化物,D型",,117
873.0,过 氧 化 二 -(4- 氯 苯 甲 酰)[含量≤77%],,di-4-chlorobenzoyl peroxide (not more than 77%),94-17-7,"有机过氧化物,B型",,117
,"过 氧 化 二 -(4- 氯 苯 甲 酰)[糊状物,含量≤52%]",,di-4-chlorobenzoyl peroxide (not more than 52% as a paste),,"有机过氧化物,D型",,118
874.0,"过氧化二苯甲酰[51%＜含 量≤100%,惰性固体含量 ≤48%]",,"dibenzoyl peroxide (more than 51%, and inert solid not more than 48%)",94-36-0,"有机过氧化物,B型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[35%＜含 量≤52%,惰性固体含量 ≥48%]",,"dibenzoyl peroxide (more than 35% but not more than 52%, and inert solid not less than 48%)",,"有机过氧化物,D型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[36%＜含 量≤42%,含 A 型稀释剂 ≥18%,含水≤40%]",,"dibenzoyl peroxide (more than 36% but not more than 42%, and diluent type A not less than 18%, and water not more than 40%)",,"有机过氧化物,E型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[77%＜含 量≤94%,含水≥6%]",,"dibenzoyl peroxide (more than 77% but not more than 94%, and water not less than 6%)",,"有机过氧化物,E型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[含量 ≤42%,在水中稳定弥散]",,dibenzoyl peroxide (not more than 42% as a stable dispersion in water),,"有机过氧化物,F型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[含量 ≤62%, 惰 性 固 体 含 量 ≥28%,含水≥10%]",,"dibenzoyl peroxide (not more than 62%, and inert solid not less than 28%, and water not less than 10%)",,"有机过氧化物,D型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[含量 ≤77%,含水≥23%]",,"dibenzoyl peroxide (not more than 77%, and water not less than 23%)",,"有机过氧化物,C型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,118
,"过氧化二苯甲酰[糊状 物,52%＜含量≤62%]",,dibenzoyl peroxide (more than 52% but not more than 62% as a paste),,"有机过氧化物,D型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,119
,"过氧化二苯甲酰[糊状物, 含量≤52%]",,dibenzoyl peroxide (not more than 52% as a paste),,"有机过氧化物,E型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,119
,"过氧化二苯甲酰[糊状物, 含量≤56.5%,含水≥15%]",,"dibenzoyl peroxide (not more than 56.5% as a paste, and water not less than 15%)",,"有机过氧化物,E型 严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,119
,"过氧化二苯甲酰[含量 ≤35%,含惰性固体≥65%]",,"dibenzoyl peroxide,ointment (not more than 35%, and inert solid not less than 65%)",,"严重眼损伤/眼刺激,类别2 皮肤致敏物,类别1 危害水生环境-急性危害,类别1",,119
875.0,过 氧 化 二 癸 酰 [ 含 量 ≤100%],,"didecanoyl peroxide (not more than 100%);peroxide, bis(1-oxodecyl)",762-12-9,"有机过氧化物,C型",,119
876.0,过氧化二琥珀酸[72%＜含 量≤100%],过氧化双丁二酸；过氧化丁二 酰,disuccinic acid peroxide (more than 72%),123-23-9,"有机过氧化物,B型",,119
,过氧化二琥珀酸[含量 ≤72%],,disuccinic acid peroxide (not more than 72%),,"有机过氧化物,D型",,119
877.0,"2,2-过氧化二氢丙烷[含 量 ≤27%, 含 惰 性 固 体 ≥73%]",,"2,2-dihydroperoxy propane (not more than 27%, and inert solid not less than 73%))",2614-76-8,"有机过氧化物,B型",,119
878.0,"过氧化二碳酸二(十八烷 基)酯[含量≤87%,含有十 八烷醇]",过氧化二(十八烷基)二碳酸 酯；过氧化二碳酸二硬脂酰酯,"distearyl peroxydicarbonate(not more than 87%,with stearyl alcohol);dioctadecyl peroxy dicarbonate; distearyl perdicarbonate",52326-66-6,"有机过氧化物,D型",,119
879.0,"过氧化二碳酸二苯甲酯 [含量≤87%,含水]",过氧化苄基二碳酸酯,diphenylmethyl peroxydicarbonate(not more than 87% with water);dibenzyl peroxydicarbonate,2144-45-8,"有机过氧化物,C型",,119
72,苯基氢氧化汞,氢氧化苯汞,phenylmercury hydroxide;phenylmercuric hydroxide,100-57-2,"急性毒性-经口,类别3* 皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-反复接触,类别1 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,11
73,苯基三氯硅烷,苯代三氯硅烷,phenyltrichlorosilane;trichlorophenyl silane,98-13-5,"皮肤腐蚀/刺激,类别1A 严重眼损伤/眼刺激,类别1",,11
74,苯基溴化镁[浸在乙醚中 的],,phenyl magnesium bromide(in ethyl ether),100-58-3,"遇水放出易燃气体的物质和混合物, 类别1",,11
75,苯基氧氯化膦,苯磷酰二氯,benzene phosphorus oxychloride;phenyl dichlorphosphine oxide,824-72-6,"皮肤腐蚀/刺激,类别1B 严重眼损伤/眼刺激,类别1",,11
76,N-苯基乙酰胺,乙酰苯胺；退热冰,N-phenylacetamide;acetanilide;antifebr ine,103-84-4,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2",,11
77,"N-苯甲基-N-(3,4-二氯基 本)-DL-丙氨酸乙酯",新燕灵,"ethyl N-benzoyl-N-(3,4-dichlorophenyl)-DL-al aninate; benzoylprop-ethyl",22212-55-1,"危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,11
78,苯甲腈,氰化苯；苯基氰；氰基苯；苄 腈,benzonitrile;phenyl cyanide,100-47-0,"急性毒性-吸入,类别3",,11
79,苯甲醚,茴香醚；甲氧基苯,phenylmethylether;anisole;methoxybenze ne,100-66-3,"易燃液体,类别3",,11
80,苯甲酸汞,安息香酸汞,mercury benzoate;mercuric benzoate,583-15-3,"急性毒性-经口,类别2* 急性毒性-经皮,类别1 急性毒性-吸入,类别2* 特异性靶器官毒性-反复接触,类别2* 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,11
81,苯甲酸甲酯,尼哦油,methyl benzoate;oil of niobe,93-58-3,"严重眼损伤/眼刺激,类别2",,11
880.0,"过氧化二碳酸二乙酯[在 溶液中,含量≤27%]",过氧化二乙基二碳酸酯,diethyl peroxydicarbonate(not more than 27% in solution);diethyl perdicarbonate,14666-78-5,"有机过氧化物,D型",,120
881.0,过氧化二碳酸二异丙酯 [52%＜含量≤100%],过氧重碳酸二异丙酯,diisopropyl peroxydicarbonate (more than 52%);diisopropyl perdicarbonate,105-64-6,"有机过氧化物,B型 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别1",,120
,"过氧化二碳酸二异丙酯 [含量≤52%,含B型稀释剂 ≥48%]",,"diisopropyl peroxydicarbonate (not more than 52%, and diluent type B not less than 48%)",,"有机过氧化物,D型",,120
,"过氧化二碳酸二异丙酯 [含量≤32%,含A型稀释剂 ≥68%]",,"diisopropyl peroxydicarbonate(not more than 32%, and diluent type A not less than 68%)",,"有机过氧化物,D型",,120
882.0,"过 氧 化 二 乙 酰 [ 含 量 ≤27%, 含 B 型稀释剂 ≥73%]",,"diacetyl peroxide (not more than 27%, and diluent type B not less than 73%)",110-22-5,"有机过氧化物,D型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,120
883.0,过氧化二异丙苯[52%＜含 量≤100%],二枯基过氧化物；硫化剂DCP,"bis(α,α-dimethylbenzyl)peroxide (more than 52%);dicumyl peroxide;vulcanizing agent DCP",80-43-3,"有机过氧化物,F型 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,120
,"过氧化二异丙苯[含量 ≤52%,含惰性固体≥48%]",,"bis(α,α-dimethylbenzyl)peroxide (not more than 42%, and inert solid not less than 58%)",,"皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2 危害水生环境-急性危害,类别1 危害水生环境-长期危害,类别1",,120
884.0,"过氧化二异丁酰[含量 ≤32%, 含 B 型稀释剂 ≥68%]",,"diisobutyryl peroxide (not more than 32%, and diluent type B not less than 68%)",3437-84-1,"有机过氧化物,D型",,120
,"过氧化二异丁酰[32%＜含 量≤52%,含 B 型稀释剂 ≥48%]",,"diisobutyryl peroxide (more than 32% but not more than 52%, and diluent type B not less than 48%)",,"有机过氧化物,B型",,120
885.0,过氧化二月桂酰[含量 ≤100%],,diisopropylbenzene dihydroperoxede (not more than 100%),105-74-8,"有机过氧化物,D型",,121
,"过氧化二月桂酰[含量 ≤42%,在水中稳定弥散]",,diisopropylbenzene dihydroperoxede (not more than 42% as a stable dispersion in water),,"有机过氧化物,F型",,121
886.0,过氧化二正壬酰[含量 ≤100%],,di-n-nonanoyl peroxide (not more than 100%),,"有机过氧化物,D型",,121
887.0,过氧化二正辛酰[含量 ≤100%],过氧化正辛酰,di-n-octanoyl peroxide (not more than 100%),762-16-3,"有机过氧化物,C型",,121
888.0,过氧化钙,二氧化钙,calcium peroxide;calcium dioxide,1305-79-9,"氧化性固体,类别2 严重眼损伤/眼刺激,类别1",,121
889.0,"过 氧 化 环 己 酮 [ 含 量 ≤72%, 含 A 型稀释剂 ≥28%]",,"cyclohexanone peroxide (not more than 72%, and diluent type A not less than 28%)",78-18-2,"有机过氧化物,D型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,121
,"过 氧 化 环 己 酮 [ 含 量 ≤91%,含水≥9%]",,"cyclohexanone peroxide (not more than 91%, and water not less than 28%)",,"有机过氧化物,C型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,121
,"过氧化环己酮[糊状物,含 量≤72%]",,cyclohexanone peroxide (not more than 72% as a paste),,"有机过氧化物,D型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,121
890.0,"过氧化甲基环己酮[含量 ≤67%, 含 B 型稀释剂 ≤33%]",,"methylcyclohexanone peroxide (not more than 67%, and diluent type B not less than 33%)",11118-65-3,"有机过氧化物,D型",,121
891.0,"过氧化甲基乙基酮[10%＜ 有效氧含量 ≤10.7%,含A 型稀释剂≥48%]",,"methyl ethyl ketone peroxide (available oxygen more than 10% but not more than 10.7%, and diluent type A not less than 48%)",1338-23-4,"有机过氧化物,B型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 危害水生环境-急性危害,类别2",,122
,"过氧化甲基乙基酮[有效 氧含量≤10%,含 A 型稀释 剂≥55%]",,"methyl ethyl ketone peroxide (available oxygen not more than 10%, and diluent type A not less than 55%)",,"有机过氧化物,D型 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2",,122
,"过氧化甲基乙基酮[有效 氧含量≤8.2%,含A型稀释 剂≥60%]",,"methyl ethyl ketone peroxide (available oxygen not more than 8.2%, and diluent type A not less than 60%)",,"有机过氧化物,E型 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2",,122
892.0,"过氧化甲基异丙酮[活性 氧含量≤6.7%,含A型稀释 剂≥70%]",,"methyl isopropyl ketone peroxide (active oxygen not more than 6.7%, and diluent type A not less than 70%)",182893-11-4,"有机过氧化物,F型",,122
893.0,"过氧化甲基异丁基酮[含 量≤62%,含 A 型稀释剂 ≥19%]",,"methyl isobutyl ketone peroxide (not more than 62%, and diluent type A not less than 19%)",28056-59-9,"有机过氧化物,D型",,122
894.0,过氧化钾,,potassium peroxide,17014-71-0,"氧化性固体,类别1 皮肤腐蚀/刺激,类别2 严重眼损伤/眼刺激,类别2A 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,122
895.0,过氧化锂,,lithium peroxide,12031-80-0,"氧化性液体,类别2",,122
896.0,过氧化邻苯二甲酸叔丁酯,过氧化叔丁基邻苯二甲酸酯,tert-butyl monoperoxy phthalate;tert-butyl perphthalate,15042-77-0,"有机过氧化物,B型",,122
897.0,过氧化镁,二氧化镁,magnesium peroxide;magnesium dioxide,1335-26-8,"氧化性液体,类别2",,122
898.0,过氧化钠,双氧化钠；二氧化钠,sodium peroxide;sodium dioxide,1313-60-6,"氧化性固体,类别1 皮肤腐蚀/刺激,类别1A 严重眼损伤/眼刺激,类别1",,122
899.0,过氧化脲,过氧化氢尿素；过氧化氢脲,carbamide peroxide;urea hydrogen peroxide,124-43-6,"氧化性固体,类别3 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,122
900.0,过氧化氢苯甲酰,过苯甲酸,benzoyl hydrogen peroxide;perbenzoic acid,93-59-4,"有机过氧化物,C型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1",,123
901.0,过氧化氢对孟烷,过氧化氢孟烷,p-menthane hydroperoxide;8-p-menthyl hydroperoxide,80-47-7,"有机过氧化物,D型 皮肤腐蚀/刺激,类别1 严重眼损伤/眼刺激,类别1 特异性靶器官毒性-一次接触,类别 3 （呼吸道刺激）",,123
